"Program Name","Address","Phone","Accreditation Status","Email","lon","lat"
" OPTI West/Valley Hospital (Las Vegas) Program","Valley Hospital Medical Center 620 Shadow Lane
Las Vegas, NV 89106 ","(702) 388-8432
","Continued Accreditation","doctorjamesanthony@gmail.com",-115.1665905,36.1633772
" Oregon Health & Science University (Cascades East) Program","Oregon Health & Science University (Cascades East)
Cascades East Family Medicine Residency 2821 Daggett Avenue, Ste 100
Klamath Falls, OR 97601 ","(541) 274-4611
","Continued Accreditation","info@ruralresidency.com",-122.657355,45.528335
" Oregon Health & Science University Hospital/Hillsboro Medical Center Program","OHSU Health Hillsboro Medical Center 335 SE 8th Ave.
Hillsboro, OR 97123
","(503) 681-4054
","Initial Accreditation","kay.nordling@tuality.org",-122.9786249,45.5193687
" Oregon Health & Science University Program","Oregon Health & Science University Department of Family Medicine 3181 SW Sam Jackson Park Road Portland, OR 97239-3098
","(503) 494-7592
","Continued Accreditation","fmres@ohsu.edu",-122.657355,45.528335
" Osteopathic Medical Education Consortium of Oklahoma (OMECO/Chickasaw Nation Medical Center) Program","1921 Stonecipher Boulevard
Ada, OK 74820
","(580) 421-2969
","Continued Accreditation without Outcomes","marilyn.hines@chickasaw.net",-96.6455835,34.7313418
" Osteopathic Medical Education Consortium of Oklahoma (OMECO/Talihina) Program","1 Choctaw Way
Talihina, OK 74571
","(918) 567-7000
","Continued Accreditation","abclayborn@cnhsa.com",-95.0841495,34.7559069
" Osteopathic Medical Education Consortium of Oklahoma (OMECO/Tulsa) Program","2345 SW Blvd
Tulsa, OK 74107
","(918) 561-8395
","Continued Accreditation without Outcomes","sarah.e.martin@okstate.edu",-96.0056427,36.128455
" Osteopathic Medical Education Consortium of Oklahoma, Inc. (OMECO) Program","100 S. Bliss Ave Tahlequah, OK 74464
","(918) 772-4039
","Initial Accreditation","douglas-nolan@cherokee.org",-94.9497607,35.9118398
" Our Lady Of
Lourdes Memorial Hospital Inc. Program","169 Riverside Drive
Binghamton, NY 13905
","(607) 798-5016
","Continued Accreditation","sandra.cherinko@ascension.org",-75.9362283,42.0915013
" Palmetto General Hospital Program","2001 W 68 St
Hialeah, FL 33016
","(305) 364-2107
","Initial Accreditation with Warning","pcohen@nova.edu",-80.3285219,25.8847708
" PeaceHealth Southwest Medical Center Program","Family Medicine of Southwest Washington 100 E 33rd Street
Suite 100
Vancouver, WA 98663
","(360) 514-7560
","Continued Accreditation","kangel2@peacehealth.org",-122.6705766,45.6461239
" Penn Highlands DuBois Program","100 Hospital Ave
PO Box 447
DuBois, PA 15801
","(814) 299-7421
","Continued Accreditation without Outcomes","cvaracallo@phhealthcare.org",-78.7758827,41.1148255
" Penn State Milton S Hershey Medical Center/Hershey Program","Penn State Milton S. Hershey Medical Center 500 University Drive, Room C1613
P.O. Box 850, Mail Code H154 Hershey, PA 17033
","(717) 531-8186
","Continued Accreditation","FMRes@pennstatehealth.psu.edu",-76.6765979,40.2639901
" Penn State Milton S Hershey Medical Center/St Joseph Program","2500 Bernville Road
Reading, PA 19605-9453
","(610) 208-4613
","Continued Accreditation","mbradley1@pennstatehealth.psu.edu",-75.9784354,40.3754426
" Penn State Milton S Hershey Medical Center/State College Program","1850 East Park Avenue Suite 207
State College, PA 16803 ","(814) 689-6789
 psu.edu","Continued Accreditation","statecollegefcmresidency@pennstatehealth.",-77.8452697,40.820474
" Phoebe Putney Memorial Hospital (Phoebe) Program","Phoebe Family Medicine Residency 2336 Dawson Road, Suite 2200
Albany, GA 31707
","(229) 312-8797
","Continued Accreditation","wfricks@phoebehealth.com",-84.2065522,31.6036719
" PIH Health Hospital
- Whittier Program","PIH Family Practice Center 12291 Washington Blvd
Suite 500
Whittier, CA 90606
","(562) 698-0811
","Continued Accreditation","nelson.dallator@pihhealth.org",-118.0504092,33.968908
" Pomona Valley Hospital Medical Center Program","Pomona Valley Hospital Medical Center Family Medicine Residency Program 1770 N Orange Grove/Suite 201
Pomona, CA 91767
","(909) 469-9490
","Continued Accreditation","mariachristina.tolentino@pvhmc.org",-117.748974,34.0762555
" Poudre Valley Hospital/Fort Collins Family Medicine Program","Poudre Valley Hospital
Fort Collins Family Medicine Residency Program
1025 Pennock Place Fort Collins, CO 80524 ","(970) 495-8847
","Continued Accreditation","kimberly.bell@uchealth.org",-105.0594402,40.5754328
" Prime West Consortium/Chino Valley Medical Center Program","5451 Walnut Ave.
Chino, CA 91710
","(909) 464-8828
","Initial Accreditation with Warning","Bkruse@Primehealthcare.com",-117.686109,34.0255642
" Prisma
Health/University of South Carolina SOM Columbia (Columbia) Program","Prisma Health Midland Family Medicine Center 3209 Colonial Drive
Columbia, SC 29203
","(803) 434-7399","Continued Accreditation",NA,-81.0282728,34.0300076
" Prisma
Health/University of South Carolina SOM Columbia (Sumter) Program","129 North Washington Street Sumter, SC 29150
","(803) 774-8981
","Initial Accreditation with Warning","Shannon.Mewborn@prismahealth.org",-80.3430686,33.9237668
" Prisma
Health/University of South Carolina SOM Greenville (Greenville) Program","Center for Family Medicine 877 W Faris Rd Greenville, SC 29605
","(352) 584-4255
","Continued Accreditation","ashley.hibbitts@prismahealth.org",-82.407873,34.816648
" Prisma
Health/University of South Carolina SOM Greenville (Greer) Program","109 Physicians Drive, Suite A Greer, SC 29650
","(864) 797-9180
","Continued Accreditation without Outcomes","seth.patterson@prismahealth.org",-82.244911,34.918036
" Prisma
Health/University of South Carolina SOM Greenville (Seneca) Program","139 Lila Doyle Drive Seneca, SC 29672
","(864) 482-3494","Continued Accreditation without Outcomes",NA,-82.9845535,34.6937073
" ProHealth Waukesha Memorial Hospital Program","Waukesha Family Medicine Residency Program
210 NW Barstow Ste #201
Waukesha, WI 53188
","(262) 548-6907
","Continued Accreditation","lori.goodman@phci.org",NA,NA
" ProMedica Monroe Regional Hospital Program","ProMedica Monroe Regional Hospital 718 N Macomb Street
Monroe, MI 48162
","(734) 430-5768
","Continued Accreditation","Tammi.McCourt@promedica.org",-83.3880332,41.9247312
" Providence Health & Services – Oregon/Hood River Rural Program","Providence Hood River Memorial Hospital Family Medicine Residency Rural Training Program
P.O Box 149 810 12th Street
Hood River, OR 97031 ","(503) 513-8930
","Continued Accreditation","Elisabeth.Jex@providence.org",-121.5229073,45.7038587
" Providence Health & Services - Oregon/Milwaukie Hospital Program","Providence Milwaukie Hospital 10150 SE 32nd Avenue Milwaukie, OR 97222
","(503) 513-8954
","Continued Accreditation","Justin.Osborn@providence.org",-122.6283297,45.4491927
" Providence Hospital/Alaska Family Medicine Program","Alaska Family Medicine/Providence Hospital Program
1201 East 36th Avenue Anchorage, AK 99508
","(907) 212-9343
","Continued Accreditation","jamie.smith@providence.org",-149.8603151,61.1885681
" Providence Saint Joseph Hospital (Eureka) Program","2700 Dolbeer Street GME Office
Eureka
Eureka, CA 95501
","(707) 572-6102
","Continued Accreditation without Outcomes","may.hong@stjoe.org",-124.1422842,40.7839297
" Puyallup Tribal Health Authority Program","2209 E 32nd St
Tacoma, WA 98404
","(253) 441-2634
","Continued Accreditation","alind@eptha.com",-122.3998098,47.2361183
" Rapid City Hospital Program","Rapid City Hospital - Family Medicine Residency
502 E Monroe St. Rapid City, SD 57701 ","(605) 755-4041
","Continued Accreditation","tbarnes@monument.health",-103.2032401,44.0907102
" Rehoboth McKinley Christian Health Care Services Program","1901 Red Rock Drive Gallup, NM 87301
","(206) 861-5767
","Initial Accreditation","vwangler@rmchcs.org",-108.7271284,35.5073833
" Riverside University Health System/University of California Riverside Program","Riverside University Health System-Medical Center Formely(Riverside County Regional Medical Center)
26520 Cactus Avenue Moreno Valley, CA 92555 ","(951) 712-3374
","Continued Accreditation","e.skinner@ruhealth.org",-117.1960044,33.9121778
" Robert Packer Hospital/Guthrie Program","Guthrie/Robert Packer Hospital First Level, Guthrie Clinic
One Guthrie Square Sayre, PA 18840
","(570) 887-2239
","Continued Accreditation with Warning","michaelf.gillan@guthrie.org",-76.5202785,41.9804625
" Rochester General Hospital Program","127 North Street
Graduate Medical Education Batavia, NY 14020
","(585) 815-6760
","Continued Accreditation without Outcomes","gme@ummc.org",-78.1875167,42.9981156
"
RowanSOM/Jefferson Health/Virtua Our Lady of Lourdes Hospital Program","42 East Laurel Road Suite 2100A Stratford, NJ 08084
","(856) 566-6477
","Continued Accreditation","brennaam@rowan.edu",-75.0053903,39.8301089
" Rush University Medical Center/Copley Memorial Hospital Program","Rush Copley Family Medicine Residency Program
2020 Ogden Avenue, Suite 325
Aurora, IL 60504
","(630) 978-6207
","Continued Accreditation","Penny.Kirchner@rushcopley.com",-88.2694938,41.7295513
" Rutgers Health/Robert Wood Johnson Medical School at CentraState Program","CentraState Family Medicine Residency Practice
597 Park Avenue Suite A
Freehold, NJ 07728
","(732) 294-4009
","Continued Accreditation","ceaston@centrastate.com",-74.2699257,40.2502581
" Rutgers Health/Robert Wood Johnson Medical School Program","Rutgers Robert Wood Johnson Medical School
Family Medicine and Community Health, MEB 278
One Robert Wood Johnson Place, PO Box 19
New Brunswick, NJ 08903-0019 ","(732) 235-7664
","Continued Accreditation","fmrwjuh@rwjms.rutgers.edu",-74.4492739,40.494609
" Rutgers Health/Robert Wood Johnson University Hospital Somerset Program","Robert Wood Johnson University Hospital Somerset
110 Rehill Avenue
Somerville, NJ 08876
","(908) 685-2200
","Continued Accreditation","lalitha.hansch@rwjbh.org",-74.595505,40.5689925
" Saint Joseph Health System Program","Saint Joseph Family Medicine Residency 611 E Douglas Road
Suite 412
Mishawaka, IN 46545
","(574) 335-6550
","Continued Accreditation","Mikala.Moreau@sjrmc.com",-86.1743723,41.7078445
" Saint Joseph Hospital Program","Saint Joseph Hospital 1960 Ogden Street
Suite 490
Denver, CO 80218
","(303) 318-2537
","Continued Accreditation","malorie.millner@sclhealth.org",-104.9744212,39.7469118
" Samaritan Health Services - Corvallis (Newport) Program","930 SW Abbey St. Newport, OR 97365
","(541) 768-4906
","Initial Accreditation","SFMRC@samhealth.org",-124.0604945,44.6300577
" Samaritan Health Services - Corvallis Program","Family Medicine Residency 3600 Samaritan Drive
Corvallis, OR 97330
","(541) 768-4906
","Continued Accreditation","joedwards@samhealth.org",-123.2484196,44.6035658
" Samaritan Medical Center Program","Samaritan Medical Center
Familiy Medicine Residency Program 830 Washington Street
Watertown, NY 13601
","(315) 779-5244
","Continued Accreditation","brudd@shsny.com",-75.9144928,43.9648367
" San Joaquin General Hospital Program","San Joaquin General Hospital 500 W. Hospital Road, # 1103 French Camp, CA 95231
","(209) 468-6768
","Continued Accreditation","ahernandez@sjgh.org",NA,NA
" Scripps Mercy Hospital Program","Scripps Mercy Hospital (Chula Vista) Program
435 H Street CV-112
Chula Vista, CA 91910 ","(619) 691-7587
","Continued Accreditation","familypractice.scripps@scrippshealth.org",-117.0831777,32.6337859
" Sea Mar Community Health Centers Program","9710 State Ave
Marysville, WA 98270
","(630) 653-1742
","Continued Accreditation","PatrickGemperline@seamarchc.org",-122.174661,48.0837421
" Self Regional Healthcare/Greenwood Program","Self Regional Healthcare Family Medicine Residency
155 Academy Avenue
Greenwood, SC 29646
","(864) 725-4867
","Continued Accreditation","cwyatt@selfregional.org",-82.155968,34.177123
" Shasta Community Health Center Program","Shasta Community Health Center 1035 Placer Street
Redding, CA 96001
","(530) 246-5946
","Continued Accreditation","SCHCResidency@shastahealth.org",-122.385033,40.5831391
" Sidney Kimmel Medical College at Thomas Jefferson University/TJUH Program","833 Chestnut Street, Suite 301
Philadelphia, PA 19107
","(215) 955-5561
","Continued Accreditation","marc.altshuler@jefferson.edu",-75.1550178,39.9500394
" Siouxland Medical Education Foundation Program","Siouxland Medical Education Foundation 2501 Pierce Street
Sioux City, IA 51104 ","(712) 294-5018
","Continued Accreditation","j.muhlenbruch@slmef.org",-96.4058224,42.5165181
" Skagit Regional Health Program","1415 East Kincaid Street Mt. Vernon, WA 98274 ","(360) 814-2815
","Continued Accreditation","ddriscoll@skagitregionalhealth.org",-122.3241658,48.4183752
" South Georgia Medical Education and Research Consortium Program","1 Magnolia Court
Moultrie, GA 31768
","(229) 985-3003
","Continued Accreditation without Outcomes","ksmith@sgmerc.net",-83.7815163,31.1242259
" Southern Illinois University (Alton) Program","4 Memorial Drive
Alton, IL 62002
","(618) 468-1555
","Initial Accreditation","awitcher44@siumed.edu",-90.161918,38.8993298
" Southern Illinois University (Carbondale) Program","SIU Family Medicine  300 West Oak, Suite 200
Carbondale, IL 62901
","(618) 536-6621
","Continued Accreditation","ayochum@siumed.edu",-89.2193298,37.7293395
" Southern Illinois University (Decatur) Program","SIU Decatur Family Medicine Residency 102 West Kenwood Avenue, Suite 100
Decatur, IL 62526
","(217) 872-0850
","Continued Accreditation","decaturfpinfo@siumed.edu",-88.9573205,39.868271
" Southern Illinois University (Quincy) Program","SIU Center for  Family Medicine - Quincy 612 N 11th Street
Quincy, IL 62301
","(217) 277-5725
","Continued Accreditation","quincyfpinfo@siumed.edu",-91.3977493,39.938467
" Southern Illinois University Program","Southern Illinois University School of Medicine
520 N 4th Street PO Box 19670
Springfield, IL 62794
","(217) 757-8137
","Continued Accreditation","cbrenham@siumed.edu",-89.6499252,39.8068082
" Southern Regional Area Health Education Center/Duke University Hospital Program","Duke/SRAHEC Family Medicine Residency Program
Southern Regional AHEC 1601 Owen Drive
Fayetteville, NC 28304
","(910) 678-7203
","Continued Accreditation","taiwona.elliott@sr-ahec.org",-78.930644,35.0342666
" Sovah Health- Danville Program","142 South Main Street Danville, VA 24541
","(434) 799-2248
","Continued Accreditation","amber.stephens@lpnt.net",-79.4055025,36.5776731
" Sparrow Hospital/Michigan State University Program","Sparrow/MSU Family Medicine Residency Program
1200 E Michigan Ave Suite 245
Lansing, MI 48912
","(517) 364-5785
","Continued Accreditation","James.Olson@Sparrow.org",-84.534178,42.7331628
" Spartanburg Regional Healthcare System Program","Spartanburg Regional Healthcare System Center for Family Medicine
853 North Church Street, Suite 510
Spartanburg, SC 29303
","(864) 560-1551
","Continued Accreditation","melowens@srhs.com",-81.9416985,34.9648062
" Spectrum Health Lakeland Program","1234 Napier Avenue Saint Joseph, MI 49085 ","(269) 983-8300
","Continued Accreditation","raul.torres@spectrumhealth.org",-86.4783353,42.0886172
" Spectrum Health/Michigan State University Program","100 Michigan St NE MC 188
Suite A601
Grand Rapids, MI 49503 ","(616) 267-2060
","Continued Accreditation without Outcomes","robin.o'meara@spectrumhealth.org",-85.6649995,42.969485
" Spokane Teaching Health Center Rural Program","Family Medicine Spokane Rural Training Track Program
1200 E. Columbia
Colville, WA 99114
","(509) 626-9946
","Continued Accreditation","info@fammedspokane.org",-117.4260465,47.6587802
" Spokane Teaching Health Center/Sacred Heart Medical Center Program","Family Medicine Residency Spokane 624 E. Front Street
Spokane, WA 99202
","(509) 626-9946
","Continued Accreditation","info@fammedspokane.org",-117.4013796,47.6598689
" St Anthony Hospital Program","St Anthony North Health Campus Hospital 14300 Orchard Parkway
Westminster, CO 80023
","(303) 430-5560","Continued Accreditation",NA,-104.9921708,39.9557413
" St Anthony Hospital Program","St. Anthony Family Medicine Residency 608 NW 9th Street, Suite 1000 Oklahoma City, OK 73102
","(405) 272-8394
","Continued Accreditation","cheyn.onarecker@ssmhealth.com",-97.5231167,35.4768169
" St Elizabeth Boardman Hospital Program","8423 Market Street Suite 101
Boardman, OH 44512
","(330) 729-8749
","Continued Accreditation","thomas_macabobby@mercy.com",-80.6614748,40.9944176
" St Elizabeth Medical Center Program","St. Elizabeth Family Medicine Center 413 South Loop Road
Edgewood, KY 41017
","(859) 301-3841
","Continued Accreditation","Cynthia.Loney2@StElizabeth.com",-84.5644062,39.0091586
" St Elizabeth Medical Center Program","St. Elizabeth Medical Center
Family Medicine Residency Program 120 Hobart Street
Utica, NY 13501
","(315) 734-3570
","Continued Accreditation","teschack@mvhealthsystem.org",-75.2412346,43.0932983
" St Elizabeth Youngstown Hospital/NEOMED Program","Mercy Health - St. Elizabeth Youngstown Hospital
1044 Belmont Ave
PO Box 1790
Youngstown, OH 44501-1790
","(330) 480-3631
","Continued Accreditation","Lauren_Pasquine@mercy.com",-80.6573438,41.1142665
" St Francis Hospital Program","Saint Francis Hospital
Medical Services Bldg, Level II 701 N. Clayton Street Wilmington, DE 19805
","(302) 575-8046
","Continued Accreditation","rmonteleone@che-east.org",-75.5666519,39.7497948
" St John's Episcopal Hospital-South Shore Program","327 Beach 19th Street Far Rockaway, NY 11691 ","(718) 869-5018
","Initial Accreditation","rsteward@ehs.org",-73.7535776,40.5985989
" St Joseph Mercy Livingston Program","Saint Joseph Mercy Livingston Family Medicine Residency 7575 Grand River, Suite 208
Brighton, MI 48114
","(810) 844-7940
","Continued Accreditation","Tiffany.Beckley@stjoeshealth.org",-83.8026112,42.5679464
" St Joseph's Health/SUNY Health Science Center at Syracuse Program","St. Joseph's Hospital Health Center 301 Prospect Avenue
Syracuse, NY 13203
","(315) 448-5537
","Continued Accreditation","rachael.jones@sjhsyr.org",-76.1489476,43.0554065
" St Joseph's Medical Center Program","1800 N. California Street Stockton, CA 95204
","(209) 547-7140
","Continued Accreditation","Cheryl.Mead@commonspirit.org",-121.2886669,37.9698831
" St Joseph's University Medical Center Program","St. Joseph's Family Medicine at Clifton 1135 Broad Street
Suite 201
Clifton, NJ 07013
","(973) 754-4100","Continued Accreditation",NA,-74.1754904,40.8576816
" St Louis University School of Medicine (Southwest Illinois) Program","Saint Louis University (Southwest Illinois) Family Medicine Residency Program
3 St. Elizabeth's Boulevard, Suite  4000
O'Fallon, IL 62269
","(618) 233-7880
","Continued Accreditation","slu.belleville.familymed@gmail.com",-89.9879112,38.5120453
" St Luke’s Hospital- Anderson Campus Program","1872 St Luke's Blvd Easton, PA 18045
","(484) 526-3498","Continued Accreditation without Outcomes",NA,-75.2881049,40.64906
" St Luke's University Hospital Program","St Luke's Hospital Family Medicine 2830 Easton Avenue
Bethlehem, PA 18017
","(484) 526-3555
","Continued Accreditation","Nguyet-Cam.Lam@sluhn.org",-75.3423696,40.6464591
" St Luke's University Hospital Rural Program","360 W Ruddle St Coaldale, PA 18218
","(570) 645-1938
","Continued Accreditation","thomas.mcginley@sluhn.org",-75.9140238,40.8210221
" St Luke's University Hospital/Sacred Heart Program","Sacred Heart Hospital Family Medicine Residency 450 Chew Street  Ste 101
Allentown, PA 18102
","(610) 776-4983","Continued Accreditation",NA,-75.4680248,40.6085179
" St Luke's University Hospital/Warren Hospital Program","St. Luke's Warren Hospital Family Medicine Residency Program
755 Memorial Parkway
Building 300
Phillipsburg, NJ 08865
","(908) 847-3360
","Continued Accreditation","keesha.eato@sluhn.org",-75.174336,40.69843
" St Mary Mercy Hospital Program","St Mary Mercy Hospital
Medical Education- Family Medicine 36475 Five Mile Road
Livonia, MI 48154
","(734) 853-5694
","Continued Accreditation","limi-gme@trinity-health.org",-83.4043441,42.3943459
" St Mary-Corwin Medical Center Program","Southern Colorado Family Medicine/Alamosa Rural Training Track
1008 Minnequa Ave Ste 1124
Pueblo, CO 81004
","(719) 557-5872
","Continued Accreditation","nancyhamilton@centura.org",-104.621874,38.234797
" St Mary-Corwin Medical Center/Southern Colorado Family Medicine Program","Southern Colorado Family Medicine 1008 Minnequa Avenue
Suite 1124
Pueblo, CO 81004
","(719) 557-5872
","Continued Accreditation","nancyhamilton@centura.org",-104.621874,38.234797
" St Mary's Hospital and Medical Center Program","St. Mary's Family Medicine Center 2698 Patterson Road
Grand Junction, CO 81506 ","(970) 298-2933
","Continued Accreditation","joan.cox@sclhealth.org",-108.5530444,39.0921024
" St Peter Hospital (Chehalis) Program","931 S. Market Blvd Chehalis, WA 98532
","(630) 346-2239
","Continued Accreditation","lisa-ann.roura@providence.org",-122.9565094,46.6558121
" St Peter Hospital (Elma) Program","Summit Pacific Medical Center 600 East Main Street
Elma, WA 98541
","(630) 346-2222
","Continued Accreditation without Outcomes","RuralFMResidency@sp-mc.org",-123.3919449,47.006903
" St Peter Hospital (Olympia) Program","Providence St. Peter Hospital 525 Lilly Road NE, MS:PBP09 Suite 204
Olympia, WA 98506
","(360) 486-6332
","Continued Accreditation","faye.debard@providence.org",-122.8452283,47.0540798
" St Vincent's East Program","St. Vincent's East Family Medicine Center 2152 Old Springville Road
Birmingham, AL 35215
","(205) 838-6926
","Continued Accreditation","kathy.graves@ascension.org",-86.6577632,33.6413152
" St Vincent's Medical Center Program","St Vincent's Family Medicine Residency Program
2627 Riverside Avenue
Jacksonville, FL 32204
","(904) 308-7374
","Continued Accreditation","family.medicine@jaxhealth.com",-81.6914126,30.3088988
" St. Agnes Medical Center (Fresno) Program","1313 E. Herndon Ave Suite 105
Fresno, CA 93720
","(559) 450-4637
","Continued Accreditation without Outcomes","sumera.hayat@samc.com",-119.7646354,36.8348077
" St. Louis University School of Medicine (Saint Louis) Program","St. Louis University School of Medicine Program
SSM St. Mary's Health Center 6420 Clayton Rd Room 2234 St. Louis, MO 63117
","(314) 435-6719
","Continued Accreditation","elizabeth.keegangarrett@health.slu.edu",-90.311181,38.6330715
" Stamford Hospital/Columbia University College of Physicians and Surgeons Program","Family Medicine Residency Program Fourth Floor
1351 Washington Blvd
Stamford, CT 06902
","(203) 276-2270","Continued Accreditation",NA,-73.5429363,41.0580854
" Stanford Health Care-Sponsored Stanford University Program","Stanford Health Care-O'Connor Family Medicine Residency Program
455 O'Connor Drive #250 San Jose, CA 95128
","(408) 283-7767
","Continued Accreditation","graceyu1@stanford.edu",NA,NA
" Still OPTI/Northeast Regional Medical Center Program","800 West Jefferson
Kirksville, MO 63501
","(660) 626-2222
","Continued Accreditation","gbruning@atsu.edu",-92.5892423,40.1932378
" Still OPTI/Peak Vista Program","3205 North Academy Suite 130 Colorado Springs, CO 80917 ","(719) 344-6595
","Continued Accreditation","john.epperly@peakvista.org",-104.7560132,38.8783255
" Stony Brook Medicine/Southampton Hospital Program","Southampton Hospital Department of Family Medicine 240 Meeting House lane Southampton, NY 11968
",NA,"Continued Accreditation","SBUH_FamMed_Residency@SUNYSB.edu",-72.3801804,40.8851774
" Suburban Community Hospital (Lower Bucks Hospital) Program","Lower Bucks Hospital 501 Bath Rd
Bristol, PA 19007
","(215) 785-9977","Initial Accreditation with Warning",NA,-74.8674966,40.1055711
" Suburban Community Hospital Program","2701 DeKalb Pike
Norristown, PA 19401
","(610) 278-2003
","Continued Accreditation","jmayer@primehealthcare.com",-75.3156774,40.140041
" Summa Health System/Barberton Campus Program","Summa Health System/Barberton Campus 155 Fifth Street, NE
Barberton, OH 44203
","(330) 615-3214","Continued Accreditation",NA,-81.5893326,41.0147242
" Summa Health System/NEOMED Program","Family Medicine Center of Akron 55 Arch Street Suite 3A
Akron, OH 44304
","(330) 375-3144
","Continued Accreditation","ahill@summahealth.org",-81.4990311,41.0798469
" SUNY Downstate Health Sciences University Program","SUNY Health Science Center at Brooklyn Department of Family Medicine
450 Clarkson Avenue, Box 67
Brooklyn, NY 11203-2012
","(718) 270-2560
","Continued Accreditation","eve.faber@downstate.edu",-73.945734,40.6552459
" SUNY Upstate
Medical University Program","SUNY Upstate Medical University Community Campus - POB North, Suite 3V 4900 Broad Road
Syracuse, NY 13215
","(315) 492-3429
","Continued Accreditation without Outcomes","ohearnh@upstate.edu",-76.1680308,43.0078725
" Sutter Health Program","Sutter Health Family Medicine 1201 Alhambra Blvd, Suite 340
Sacramento, CA 95816
","(916) 731-7866
","Continued Accreditation","sutterfmrp@sutterhealth.org",-121.4660131,38.5701665
" Sutter Health Rural Program","Sutter Amador Hospital 200 Mission Boulevard
Jackson, CA 95642
","(209) 223-2034","Initial Accreditation",NA,-120.764465,38.3504826
" Sutter Santa Rosa Regional Hospital/University of California (San Francisco) Program","Santa Rosa Family Medicine Residency 3569 Round Barn Circle, Ste 200
Santa Rosa, CA 95403 ","(707) 583-8800
","Continued Accreditation","fpsantarosa@sutterhealth.org",-122.729679,38.4797828
" Swedish Hospital Program","5140 N California Ave Chicago, IL 60625
","(773) 989-3808
","Continued Accreditation","meded@schosp.org",-87.6994813,41.9753019
" Swedish Medical Center Rural Program","240 W Front St
Port Angeles, WA 98362 ","(360) 425-7891
","Continued Accreditation","robepstein@olypen.com",-123.436483,48.1210787
" Swedish Medical Center/Cherry Hill Program","Swedish Family Medicine/ Cherry Hill Campus
550 16th Avenue, Suite 400
Seattle, WA 98122
","(206) 320-2233
","Continued Accreditation","julie.taraday@swedish.org",-122.3110225,47.6076538
" Swedish Medical Center/First Hill Program","Swedish Family Medicine Residency - First Hill
1401 Madison Street
Suite 100
Seattle, WA 98104
","(206) 218-9456
","Continued Accreditation","liz.stahl@swedish.org",-122.3212794,47.6106479
" Tallahassee Memorial Healthcare Family Medicine Program","Tallahassee Memorial HealthCare Family Medicine Residency Program 1301 Hodges Drive
Tallahassee, FL 32308
","(850) 431-3238","Continued Accreditation",NA,-84.2618724,30.4587407
" Temple University Hospital Program","Temple University Hospital 3401 North Broad Street Philadelphia
Philadelphia, PA 19140
","(215) 707-8961
","Initial Accreditation","emily.caldarelli@tuhs.temple.edu",-75.1511702,40.0067149
" Texas A&M College of Medicine-Scott and White Medical Center (Temple) Program","Scott and White Temple Family Medicine Clinic
1402 West Avenue H MS-S2-663
Temple, TX 76504
","(254) 771-8401
","Continued Accreditation","john.manning@bswhealth.org",-97.3583324,31.0934519
" Texas A&M Health Science Center College of Medicine Program","Texas A&M Family Medicine Residency 2900 E 29th Street
Suite 100
Bryan, TX 77802
","(979) 436-0485","Continued Accreditation",NA,-96.3337124,30.6090918
" Texas Institute for Graduate Medical Education and Research (TIGMER) Program","TIGMER Community-Based Family Medicine University of the Incarnate Word School of Osteopathic Medicine
4301 Broadway, CPO121 San Antonio, TX 78209 ","(210) 313-8724
","Continued Accreditation without Outcomes","thackera@uiwtx.edu",-98.4537581,29.3498341
" Texas Institute for Graduate Medical Education and Research (TIGMER)/Laredo Medical Center Program","1700 East Saunders 1700 E. Saunders St. Tower B, Suite 680 Laredo, TX 78041
","(956) 744-8593
","Continued Accreditation without Outcomes","mjacaman@uiwtx.edu",-99.4779827,27.5325136
" Texas Tech University (Amarillo) Program","Texas Tech University Health Sciences Center-Amari
Department of Family Medicine 1400 Coulter Suite 5100
Amarillo, TX 79106
","(806) 414-9516
","Continued Accreditation","john.slaton@ttuhsc.edu",-101.9231975,35.2008093
" Texas Tech University (Permian Basin) Program","Texas Tech University Health Sciences Center
Department of Family and Community Medicine
701 W 5th Street Odessa, TX 79763
","(432) 703-5200
","Continued Accreditation","ikemefuna.okwuwa@ttuhsc.edu",-102.3760053,31.8444658
" Texas Tech University Health Sciences Center at Lubbock Program","Texas Tech University Health Sciences Center
Department of Family and Community Medicine
3601 4th Street, Stop 8143
Lubbock, TX 79430-8143
","(806) 743-6130","Continued Accreditation",NA,-101.8913742,33.5903817
" Texas Tech University HSC El Paso Program","Texas Tech University Health Sciences Center
9849 Kenworthy Street El Paso, TX 79924
","(915) 215-5510
","Continued Accreditation","Justin.Wright@ttuhsc.edu",-106.4335516,31.8948482
" Texas Tech University HSC El Paso/Hospitals of Providence Transmountain Campus Program","2000B Transmountain Road El Paso, TX 79911
","(915) 215-8479","Initial Accreditation",NA,-106.5638394,31.9048953
" Texoma Medical Center Program","5016 S. US Hwy 75
Denison, TX 75020
","(903) 416-4001
","Initial Accreditation","ahmed.sheikh@thcs.org",-96.5854456,33.7101281
" The Medical Center (Columbus) Program","Family Medicine Residency Program 1900 10th Avenue
Suite 100
Columbus, GA 31901
","(706) 571-1430
","Continued Accreditation","john.bucholtz@piedmont.org",-84.978427,32.4805069
" The MetroHealth System/Case Western Reserve University Program","MetroHealth Medical Center Department of Family Medicine 2500 MetroHealth Drive
Cleveland, OH 44109-1998
","(216) 778-4077
","Continued Accreditation","awhited@metrohealth.org",-81.698272,41.4620817
